year,weeknum,province,new_case,total_case,new_case_excludeabroad,total_case_excludeabroad,new_death,total_death,update_date
2022,6,ชัยภูมิ,873,14970,873,14967,3,136,2022-10-24 07:25:57
2022,6,อ่างทอง,280,12602,280,12602,1,151,2022-10-24 07:25:57
2022,6,ภูเก็ต,3947,40815,2999,34571,3,159,2022-10-24 07:25:57
2022,6,แพร่,404,3352,404,3348,0,19,2022-10-24 07:25:57
2022,6,บุรีรัมย์,1346,22929,1345,22918,2,95,2022-10-24 07:25:57
2022,6,สุพรรณบุรี,1197,19888,1197,19882,3,282,2022-10-24 07:25:57
2022,6,สุโขทัย,520,7894,520,7891,0,69,2022-10-24 07:25:57
2022,6,น่าน,628,5565,628,5565,1,16,2022-10-24 07:25:57
2022,6,อุดรธานี,875,31240,875,31221,0,176,2022-10-24 07:25:57
2022,6,ตราด,199,10424,199,10357,0,98,2022-10-24 07:25:57
2022,6,มหาสารคาม,1584,16037,1584,16029,3,49,2022-10-24 07:25:57
2022,6,เพชรบูรณ์,702,15272,702,15268,1,139,2022-10-24 07:25:57
2022,6,สุราษฎร์ธานี,960,33456,895,32989,1,162,2022-10-24 07:25:57
2022,6,หนองบัวลำภู,430,6143,430,6143,0,28,2022-10-24 07:25:57
2022,6,สระบุรี,1073,38374,1073,38370,1,387,2022-10-24 07:25:57
2022,6,นครราชสีมา,2030,42997,2030,42988,6,302,2022-10-24 07:25:57
2022,6,นนทบุรี,4014,85447,4013,85236,3,427,2022-10-24 07:25:57
2022,6,ยะลา,182,49609,182,49521,0,335,2022-10-24 07:25:57
2022,6,ร้อยเอ็ด,1281,18811,1281,18807,3,127,2022-10-24 07:25:57
2022,6,พังงา,521,10804,501,10567,0,36,2022-10-24 07:25:57
2022,6,ชลบุรี,4777,141036,4704,139006,7,832,2022-10-24 07:25:57
2022,6,สตูล,143,9627,143,9525,0,134,2022-10-24 07:25:57
2022,6,เชียงใหม่,1667,41524,1667,41440,8,210,2022-10-24 07:25:57
2022,6,หนองคาย,725,7733,725,7729,0,32,2022-10-24 07:25:57
2022,6,ประจวบคีรีขันธ์,930,24020,915,23812,2,129,2022-10-24 07:25:57
2022,6,กรุงเทพมหานคร,16530,523179,16450,519699,16,6971,2022-10-24 07:25:57
2022,6,พัทลุง,754,17631,754,17631,3,132,2022-10-24 07:25:57
2022,6,นครศรีธรรมราช,1810,56021,1810,56018,4,351,2022-10-24 07:25:57
2022,6,เลย,546,7302,546,7301,1,46,2022-10-24 07:25:57
2022,6,ระนอง,144,10712,143,10703,0,112,2022-10-24 07:25:57
2022,6,สุรินทร์,1351,23422,1351,23401,0,85,2022-10-24 07:25:57
2022,6,ไม่ระบุ,0,173,0,161,0,0,2022-10-24 07:25:57
2022,6,อุตรดิตถ์,520,5721,520,5719,1,67,2022-10-24 07:25:57
2022,6,นครปฐม,1690,41718,1690,41713,3,630,2022-10-24 07:25:57
2022,6,พิจิตร,172,6264,172,6262,0,59,2022-10-24 07:25:57
2022,6,แม่ฮ่องสอน,45,3928,45,3926,1,49,2022-10-24 07:25:57
2022,6,ขอนแก่น,1754,37510,1754,37492,4,115,2022-10-24 07:25:57
2022,6,ลำพูน,114,5347,114,5346,1,15,2022-10-24 07:25:57
2022,6,ลำปาง,182,4899,182,4896,3,39,2022-10-24 07:25:57
2022,6,สงขลา,794,70853,794,70762,2,329,2022-10-24 07:25:57
2022,6,ชัยนาท,374,3892,374,3892,0,35,2022-10-24 07:25:57
2022,6,มุกดาหาร,336,3926,336,3922,0,16,2022-10-24 07:25:57
2022,6,พระนครศรีอยุธยา,932,37836,932,37835,8,419,2022-10-24 07:25:57
2022,6,นครนายก,518,13670,518,13670,1,156,2022-10-24 07:25:57
2022,6,ฉะเชิงเทรา,1243,42880,1243,42872,1,316,2022-10-24 07:25:57
2022,6,นครสวรรค์,971,21537,971,21527,1,241,2022-10-24 07:25:57
2022,6,ระยอง,1263,52739,1263,52714,0,319,2022-10-24 07:25:57
2022,6,ตาก,678,28312,678,27952,1,381,2022-10-24 07:25:57
2022,6,ปราจีนบุรี,856,29620,855,29615,1,202,2022-10-24 07:25:57
2022,6,สมุทรสงคราม,251,12822,251,12821,0,146,2022-10-24 07:25:57
2022,6,สกลนคร,632,9974,632,9972,0,40,2022-10-24 07:25:57
2022,6,สระแก้ว,730,22292,712,20887,2,112,2022-10-24 07:25:57
2022,6,ชุมพร,730,19289,730,19289,3,130,2022-10-24 07:25:57
2022,6,เชียงราย,289,7402,289,7204,4,113,2022-10-24 07:25:57
2022,6,อุบลราชธานี,1155,33097,1153,33075,5,213,2022-10-24 07:25:57
2022,6,ราชบุรี,1918,50432,1918,50427,4,308,2022-10-24 07:25:57
2022,6,นราธิวาส,113,43250,113,43040,1,383,2022-10-24 07:25:57
2022,6,กระบี่,542,14835,533,14610,3,73,2022-10-24 07:25:57
2022,6,ตรัง,329,19630,329,19621,3,128,2022-10-24 07:25:57
2022,6,ปทุมธานี,1750,51483,1750,51342,4,846,2022-10-24 07:25:57
2022,6,นครพนม,264,6530,264,6528,2,31,2022-10-24 07:25:57
2022,6,ศรีสะเกษ,848,24806,848,24797,2,102,2022-10-24 07:25:57
2022,6,ลพบุรี,827,23186,827,23181,2,278,2022-10-24 07:25:57
2022,6,กาญจนบุรี,905,28187,898,28176,0,202,2022-10-24 07:25:57
2022,6,สมุทรปราการ,7303,165285,7281,164473,4,1507,2022-10-24 07:25:57
2022,6,บึงกาฬ,357,3867,357,3863,0,21,2022-10-24 07:25:57
2022,6,พิษณุโลก,794,12614,794,12613,0,95,2022-10-24 07:25:57
2022,6,จันทบุรี,760,25513,760,25196,1,142,2022-10-24 07:25:57
2022,6,อุทัยธานี,466,4926,466,4926,0,38,2022-10-24 07:25:57
2022,7,สระบุรี,1613,39987,1613,39983,3,390,2022-10-24 07:25:57
2022,7,นครสวรรค์,1051,22588,1051,22578,1,242,2022-10-24 07:25:57
2022,7,พะเยา,394,4338,394,4335,1,11,2022-10-24 07:25:57
2022,7,แพร่,387,3739,387,3735,1,20,2022-10-24 07:25:57
2022,7,ลำปาง,298,5197,298,5194,2,41,2022-10-24 07:25:57
2022,7,อุบลราชธานี,1415,34512,1415,34490,9,222,2022-10-24 07:25:57
2022,7,พิจิตร,317,6581,317,6579,1,60,2022-10-24 07:25:57
2022,7,ปทุมธานี,2560,54043,2560,53902,1,847,2022-10-24 07:25:57
2022,7,สิงห์บุรี,218,4289,218,4288,0,67,2022-10-24 07:25:57
2022,7,กำแพงเพชร,890,10837,890,10830,1,116,2022-10-24 07:25:57
2022,7,เพชรบุรี,1115,28561,1115,28547,1,159,2022-10-24 07:25:57
2022,7,นครนายก,625,14295,625,14295,1,157,2022-10-24 07:25:57
2022,7,กาญจนบุรี,1738,29925,1732,29908,3,205,2022-10-24 07:25:57
2022,7,ชุมพร,834,20123,834,20123,2,132,2022-10-24 07:25:57
2022,7,ลำพูน,90,5437,90,5436,0,15,2022-10-24 07:25:57
2022,7,นครศรีธรรมราช,3682,59703,3682,59700,3,354,2022-10-24 07:25:57
2022,7,ระนอง,333,11045,331,11034,0,112,2022-10-24 07:25:57
2022,7,น่าน,448,6013,448,6013,0,16,2022-10-24 07:25:57
2022,7,ขอนแก่น,2002,39512,2001,39493,3,118,2022-10-24 07:25:57
2022,7,ชัยนาท,398,4290,398,4290,0,35,2022-10-24 07:25:57
2022,7,นครราชสีมา,3300,46297,3300,46288,7,309,2022-10-24 07:25:57
2022,7,เลย,458,7760,458,7759,2,48,2022-10-24 07:25:57
2022,7,พระนครศรีอยุธยา,1364,39200,1364,39199,0,419,2022-10-24 07:25:57
2022,7,สมุทรสงคราม,399,13221,399,13220,1,147,2022-10-24 07:25:57
2022,7,มุกดาหาร,491,4417,491,4413,1,17,2022-10-24 07:25:57
2022,7,ประจวบคีรีขันธ์,1331,25351,1255,25067,3,132,2022-10-24 07:25:57
2022,7,สุราษฎร์ธานี,1616,35072,1555,34544,6,168,2022-10-24 07:25:57
2022,7,กระบี่,777,15612,764,15374,0,73,2022-10-24 07:25:57
2022,7,นครพนม,585,7115,585,7113,0,31,2022-10-24 07:25:57
2022,7,ระยอง,2077,54816,2076,54790,1,320,2022-10-24 07:25:57
2022,7,ปราจีนบุรี,1126,30746,1126,30741,2,204,2022-10-24 07:25:57
2022,7,ยะลา,275,49884,275,49796,1,336,2022-10-24 07:25:57
2022,7,เพชรบูรณ์,819,16091,819,16087,2,141,2022-10-24 07:25:57
2022,7,ฉะเชิงเทรา,1977,44857,1977,44849,2,318,2022-10-24 07:25:57
2022,7,สมุทรปราการ,6540,171825,6522,170995,4,1511,2022-10-24 07:25:57
2022,7,บุรีรัมย์,2309,25238,2309,25227,0,95,2022-10-24 07:25:57
2022,7,อุดรธานี,968,32208,961,32182,4,180,2022-10-24 07:25:57
2022,7,อำนาจเจริญ,378,4320,378,4317,0,32,2022-10-24 07:25:57
2022,7,ตราด,207,10631,197,10554,2,100,2022-10-24 07:25:57
2022,7,เชียงราย,339,7741,339,7543,3,116,2022-10-24 07:25:57
2022,7,ชลบุรี,5416,146452,5262,144268,9,841,2022-10-24 07:25:57
2022,7,บึงกาฬ,403,4270,403,4266,0,21,2022-10-24 07:25:57
2022,7,เชียงใหม่,1972,43496,1972,43412,3,213,2022-10-24 07:25:57
2022,7,อ่างทอง,338,12940,338,12940,0,151,2022-10-24 07:25:57
2022,7,หนองคาย,824,8557,824,8553,0,32,2022-10-24 07:25:57
2022,7,แม่ฮ่องสอน,63,3991,63,3989,1,50,2022-10-24 07:25:57
2022,7,ชัยภูมิ,1293,16263,1293,16260,1,137,2022-10-24 07:25:57
2022,7,จันทบุรี,807,26320,806,26002,1,143,2022-10-24 07:25:57
2022,7,พัทลุง,768,18399,768,18399,1,133,2022-10-24 07:25:57
2022,7,สตูล,303,9930,303,9828,1,135,2022-10-24 07:25:57
2022,7,พิษณุโลก,1090,13704,1090,13703,0,95,2022-10-24 07:25:57
2022,7,หนองบัวลำภู,885,7028,885,7028,0,28,2022-10-24 07:25:57
2022,7,ร้อยเอ็ด,1501,20312,1501,20308,3,130,2022-10-24 07:25:57
2022,7,มหาสารคาม,1272,17309,1272,17301,2,51,2022-10-24 07:25:57
2022,7,สุรินทร์,1511,24933,1511,24912,1,86,2022-10-24 07:25:57
2022,7,สงขลา,1234,72087,1233,71995,2,331,2022-10-24 07:25:57
2022,7,สกลนคร,700,10674,700,10672,0,40,2022-10-24 07:25:57
2022,7,ตาก,484,28796,475,28427,1,382,2022-10-24 07:25:57
2022,7,ยโสธร,440,7972,440,7969,0,54,2022-10-24 07:25:57
2022,7,ไม่ระบุ,0,173,0,161,0,0,2022-10-24 07:25:57
2022,7,นครปฐม,2400,44118,2400,44113,3,633,2022-10-24 07:25:57
2022,7,ลพบุรี,866,24052,866,24047,0,278,2022-10-24 07:25:57
2022,7,ภูเก็ต,4342,45157,3515,38086,8,167,2022-10-24 07:25:57
2022,7,พังงา,605,11409,585,11152,2,38,2022-10-24 07:25:57
2022,7,สุพรรณบุรี,1447,21335,1447,21329,5,287,2022-10-24 07:25:57
2022,7,ปัตตานี,358,50148,357,50031,0,480,2022-10-24 07:25:57
2022,7,กรุงเทพมหานคร,21838,545017,21730,541429,51,7022,2022-10-24 07:25:57
2022,7,กาฬสินธุ์,1575,14681,1575,14677,1,90,2022-10-24 07:25:57
2022,7,สุโขทัย,539,8433,539,8430,0,69,2022-10-24 07:25:57
2022,7,สมุทรสาคร,2958,121544,2958,121542,0,884,2022-10-24 07:25:57
2022,7,นนทบุรี,4400,89847,4399,89635,0,427,2022-10-24 07:25:57
2022,7,ราชบุรี,2289,52721,2289,52716,5,313,2022-10-24 07:25:57
2022,7,อุตรดิตถ์,717,6438,717,6436,1,68,2022-10-24 07:25:57
2022,7,อุทัยธานี,318,5244,318,5244,0,38,2022-10-24 07:25:57
2022,7,นราธิวาส,373,43623,373,43413,0,383,2022-10-24 07:25:57
2022,7,สระแก้ว,565,22857,523,21410,1,113,2022-10-24 07:25:57
2022,7,ศรีสะเกษ,799,25605,797,25594,5,107,2022-10-24 07:25:57
2022,7,ตรัง,480,20110,480,20101,0,128,2022-10-24 07:25:57
2022,8,ลำปาง,428,5625,428,5622,2,43,2022-10-24 07:25:57
2022,8,เพชรบุรี,1413,29974,1413,29960,1,160,2022-10-24 07:25:57
2022,8,พัทลุง,1110,19509,1110,19509,5,138,2022-10-24 07:25:57
2022,8,ตรัง,628,20738,628,20729,5,133,2022-10-24 07:25:57
2022,8,ปัตตานี,1018,51166,1017,51048,0,480,2022-10-24 07:25:57
2022,8,มหาสารคาม,1309,18618,1309,18610,2,53,2022-10-24 07:25:57
2022,8,ชัยนาท,422,4712,422,4712,0,35,2022-10-24 07:25:57
2022,8,สมุทรปราการ,7052,178877,7033,178028,10,1521,2022-10-24 07:25:57
2022,8,ยะลา,984,50868,984,50780,1,337,2022-10-24 07:25:57
2022,8,น่าน,494,6507,493,6506,0,16,2022-10-24 07:25:57
2022,8,ปทุมธานี,3265,57308,3265,57167,6,853,2022-10-24 07:25:57
2022,8,ลำพูน,91,5528,91,5527,0,15,2022-10-24 07:25:57
2022,8,แม่ฮ่องสอน,87,4078,87,4076,2,52,2022-10-24 07:25:57
2022,8,บุรีรัมย์,3234,28472,3234,28461,6,101,2022-10-24 07:25:57
2022,8,สระแก้ว,766,23623,722,22132,3,116,2022-10-24 07:25:57
2022,8,ตราด,341,10972,332,10886,0,100,2022-10-24 07:25:57
2022,8,เชียงราย,495,8236,495,8038,3,119,2022-10-24 07:25:57
2022,8,ราชบุรี,3826,56547,3826,56542,4,317,2022-10-24 07:25:57
2022,8,พังงา,651,12060,626,11778,6,44,2022-10-24 07:25:57
2022,8,ลพบุรี,1096,25148,1095,25142,6,284,2022-10-24 07:25:57
2022,8,ขอนแก่น,2512,42024,2512,42005,4,122,2022-10-24 07:25:57
2022,8,เลย,569,8329,569,8328,1,49,2022-10-24 07:25:57
2022,8,ระนอง,587,11632,587,11621,0,112,2022-10-24 07:25:57
2022,8,สิงห์บุรี,340,4629,340,4628,3,70,2022-10-24 07:25:57
2022,8,กรุงเทพมหานคร,21213,566230,21174,562603,46,7068,2022-10-24 07:25:57
2022,8,นครปฐม,3871,47989,3871,47984,9,642,2022-10-24 07:25:57
2022,8,นครราชสีมา,4456,50753,4456,50744,6,315,2022-10-24 07:25:57
2022,8,นนทบุรี,5909,95756,5909,95544,1,428,2022-10-24 07:25:57
2022,8,พะเยา,543,4881,543,4878,0,11,2022-10-24 07:25:57
2022,8,อุบลราชธานี,1594,36106,1594,36084,5,227,2022-10-24 07:25:57
2022,8,อ่างทอง,776,13716,776,13716,0,151,2022-10-24 07:25:57
2022,8,อำนาจเจริญ,373,4693,373,4690,0,32,2022-10-24 07:25:57
2022,8,บึงกาฬ,431,4701,431,4697,2,23,2022-10-24 07:25:57
2022,8,หนองบัวลำภู,904,7932,904,7932,0,28,2022-10-24 07:25:57
2022,8,นครพนม,910,8025,910,8023,1,32,2022-10-24 07:25:57
2022,8,เพชรบูรณ์,978,17069,978,17065,0,141,2022-10-24 07:25:57
2022,8,สมุทรสาคร,4137,125681,4137,125679,7,891,2022-10-24 07:25:57
2022,8,แพร่,473,4212,473,4208,0,20,2022-10-24 07:25:57
2022,8,ภูเก็ต,5252,50409,4512,42598,11,178,2022-10-24 07:25:57
2022,8,หนองคาย,1135,9692,1135,9688,1,33,2022-10-24 07:25:57
2022,8,ชัยภูมิ,2498,18761,2498,18758,3,140,2022-10-24 07:25:57
2022,8,จันทบุรี,1195,27515,1190,27192,3,146,2022-10-24 07:25:57
2022,8,นราธิวาส,685,44308,681,44094,0,383,2022-10-24 07:25:57
2022,8,กระบี่,1175,16787,1161,16535,4,77,2022-10-24 07:25:57
2022,8,สกลนคร,468,11142,468,11140,1,41,2022-10-24 07:25:57
2022,8,สุพรรณบุรี,2550,23885,2550,23879,6,293,2022-10-24 07:25:57
2022,8,ฉะเชิงเทรา,2483,47340,2483,47332,2,320,2022-10-24 07:25:57
2022,8,ปราจีนบุรี,1923,32669,1923,32664,2,206,2022-10-24 07:25:57
2022,8,เชียงใหม่,2264,45760,2263,45675,12,225,2022-10-24 07:25:57
2022,8,สุรินทร์,2551,27484,2551,27463,3,89,2022-10-24 07:25:57
2022,8,นครนายก,761,15056,761,15056,1,158,2022-10-24 07:25:57
2022,8,กาญจนบุรี,1609,31534,1589,31497,1,206,2022-10-24 07:25:57
2022,8,ร้อยเอ็ด,1934,22246,1934,22242,3,133,2022-10-24 07:25:57
2022,8,ชลบุรี,8098,154550,7989,152257,6,847,2022-10-24 07:25:57
2022,8,กาฬสินธุ์,1562,16243,1562,16239,4,94,2022-10-24 07:25:57
2022,8,นครสวรรค์,1544,24132,1544,24122,1,243,2022-10-24 07:25:57
2022,8,อุดรธานี,1137,33345,1137,33319,0,180,2022-10-24 07:25:57
2022,8,พระนครศรีอยุธยา,2824,42024,2824,42023,1,420,2022-10-24 07:25:57
2022,8,มุกดาหาร,483,4900,483,4896,1,18,2022-10-24 07:25:57
2022,8,ประจวบคีรีขันธ์,1774,27125,1730,26797,1,133,2022-10-24 07:25:57
2022,8,ชุมพร,1266,21389,1266,21389,4,136,2022-10-24 07:25:57
2022,8,อุทัยธานี,446,5690,446,5690,1,39,2022-10-24 07:25:57
2022,8,อุตรดิตถ์,1416,7854,1416,7852,2,70,2022-10-24 07:25:57
2022,8,สุราษฎร์ธานี,2165,37237,2101,36645,7,175,2022-10-24 07:25:57
2022,8,ตาก,803,29599,787,29214,2,384,2022-10-24 07:25:57
2022,8,ศรีสะเกษ,753,26358,753,26347,4,111,2022-10-24 07:25:57
2022,8,สมุทรสงคราม,944,14165,944,14164,1,148,2022-10-24 07:25:57
2022,8,ระยอง,3268,58084,3266,58056,5,325,2022-10-24 07:25:57
2022,8,พิษณุโลก,1088,14792,1088,14791,3,98,2022-10-24 07:25:57
2022,8,ไม่ระบุ,0,173,0,161,0,0,2022-10-24 07:25:57
2022,8,ยโสธร,700,8672,699,8668,1,55,2022-10-24 07:25:57
2022,8,พิจิตร,573,7154,573,7152,3,63,2022-10-24 07:25:57
2022,8,สุโขทัย,1200,9633,1200,9630,2,71,2022-10-24 07:25:57
2022,8,กำแพงเพชร,1595,12432,1595,12425,0,116,2022-10-24 07:25:57
2022,8,นครศรีธรรมราช,5938,65641,5938,65638,2,356,2022-10-24 07:25:57
2022,8,สตูล,727,10657,727,10555,1,136,2022-10-24 07:25:57
2022,8,สระบุรี,1690,41677,1690,41673,3,393,2022-10-24 07:25:57
2022,8,สงขลา,1772,73859,1730,73725,0,331,2022-10-24 07:25:57
2022,9,เลย,677,9006,677,9005,5,54,2022-10-24 07:25:57
2022,9,ชัยภูมิ,1770,20531,1770,20528,2,142,2022-10-24 07:25:57
2022,9,ราชบุรี,3924,60471,3924,60466,4,321,2022-10-24 07:25:57
2022,9,พะเยา,348,5229,348,5226,0,11,2022-10-24 07:25:57
2022,9,สุโขทัย,994,10627,994,10624,4,75,2022-10-24 07:25:57
2022,9,สงขลา,1852,75711,1827,75552,6,337,2022-10-24 07:25:57
2022,9,นครศรีธรรมราช,6479,72120,6479,72117,3,359,2022-10-24 07:25:57
2022,9,ลพบุรี,1279,26427,1279,26421,4,288,2022-10-24 07:25:57
2022,9,มหาสารคาม,1157,19775,1157,19767,2,55,2022-10-24 07:25:57
2022,9,อุทัยธานี,523,6213,523,6213,0,39,2022-10-24 07:25:57
2022,9,หนองบัวลำภู,674,8606,674,8606,1,29,2022-10-24 07:25:57
2022,9,บุรีรัมย์,3577,32049,3577,32038,3,104,2022-10-24 07:25:57
2022,9,ลำปาง,466,6091,466,6088,1,44,2022-10-24 07:25:57
2022,9,สระแก้ว,1268,24891,1221,23353,4,120,2022-10-24 07:25:57
2022,9,สมุทรสาคร,4558,130239,4558,130237,11,902,2022-10-24 07:25:57
2022,9,อำนาจเจริญ,293,4986,291,4981,2,34,2022-10-24 07:25:57
2022,9,จันทบุรี,1066,28581,1065,28257,4,150,2022-10-24 07:25:57
2022,9,ชุมพร,1203,22592,1203,22592,8,144,2022-10-24 07:25:57
2022,9,นครสวรรค์,1194,25326,1194,25316,2,245,2022-10-24 07:25:57
2022,9,น่าน,483,6990,481,6987,1,17,2022-10-24 07:25:57
2022,9,กาญจนบุรี,1818,33352,1805,33302,4,210,2022-10-24 07:25:57
2022,9,เชียงราย,432,8668,427,8465,6,125,2022-10-24 07:25:57
2022,9,ตาก,1238,30837,1233,30447,11,395,2022-10-24 07:25:57
2022,9,สุพรรณบุรี,2826,26711,2826,26705,6,299,2022-10-24 07:25:57
2022,9,อ่างทอง,1077,14793,1077,14793,2,153,2022-10-24 07:25:57
2022,9,นครนายก,855,15911,855,15911,1,159,2022-10-24 07:25:57
2022,9,หนองคาย,1384,11076,1384,11072,2,35,2022-10-24 07:25:57
2022,9,พัทลุง,1352,20861,1352,20861,3,141,2022-10-24 07:25:57
2022,9,ยโสธร,964,9636,964,9632,0,55,2022-10-24 07:25:57
2022,9,เพชรบูรณ์,933,18002,933,17998,1,142,2022-10-24 07:25:57
2022,9,ตราด,390,11362,380,11266,5,105,2022-10-24 07:25:57
2022,9,อุบลราชธานี,1663,37769,1663,37747,6,233,2022-10-24 07:25:57
2022,9,แพร่,588,4800,588,4796,3,23,2022-10-24 07:25:57
2022,9,พังงา,653,12713,636,12414,1,45,2022-10-24 07:25:57
2022,9,ชลบุรี,8776,163326,8703,160960,12,859,2022-10-24 07:25:57
2022,9,แม่ฮ่องสอน,105,4183,105,4181,2,54,2022-10-24 07:25:57
2022,9,กาฬสินธุ์,1439,17682,1439,17678,3,97,2022-10-24 07:25:57
2022,9,สระบุรี,2400,44077,2400,44073,3,396,2022-10-24 07:25:57
2022,9,นครราชสีมา,4660,55413,4660,55404,5,320,2022-10-24 07:25:57
2022,9,ไม่ระบุ,0,173,0,161,0,0,2022-10-24 07:25:57
2022,9,เพชรบุรี,1380,31354,1376,31336,1,161,2022-10-24 07:25:57
2022,9,พิจิตร,642,7796,642,7794,2,65,2022-10-24 07:25:57
2022,9,กำแพงเพชร,1475,13907,1475,13900,2,118,2022-10-24 07:25:57
2022,9,นครปฐม,4078,52067,4078,52062,11,653,2022-10-24 07:25:57
2022,9,นนทบุรี,5803,101559,5803,101347,2,430,2022-10-24 07:25:57
2022,9,สตูล,918,11575,918,11473,4,140,2022-10-24 07:25:57
2022,9,ปัตตานี,1658,52824,1654,52702,4,484,2022-10-24 07:25:57
2022,9,บึงกาฬ,485,5186,485,5182,0,23,2022-10-24 07:25:57
2022,9,ประจวบคีรีขันธ์,2104,29229,2016,28813,1,134,2022-10-24 07:25:57
2022,9,สมุทรปราการ,7033,185910,7017,185045,7,1528,2022-10-24 07:25:57
2022,9,มุกดาหาร,386,5286,384,5280,2,20,2022-10-24 07:25:57
2022,9,อุดรธานี,1367,34712,1367,34686,0,180,2022-10-24 07:25:57
2022,9,ยะลา,1624,52492,1624,52404,3,340,2022-10-24 07:25:57
2022,9,ภูเก็ต,5201,55610,4631,47229,17,195,2022-10-24 07:25:57
2022,9,สมุทรสงคราม,1396,15561,1396,15560,0,148,2022-10-24 07:25:57
2022,9,นครพนม,1021,9046,1021,9044,0,32,2022-10-24 07:25:57
2022,9,เชียงใหม่,2002,47762,2002,47677,8,233,2022-10-24 07:25:57
2022,9,พิษณุโลก,1292,16084,1292,16083,4,102,2022-10-24 07:25:57
2022,9,ร้อยเอ็ด,2273,24519,2273,24515,5,138,2022-10-24 07:25:57
2022,9,ฉะเชิงเทรา,2889,50229,2889,50221,6,326,2022-10-24 07:25:57
2022,9,สกลนคร,997,12139,997,12137,3,44,2022-10-24 07:25:57
2022,9,พระนครศรีอยุธยา,3669,45693,3669,45692,1,421,2022-10-24 07:25:57
2022,9,ตรัง,1165,21903,1165,21894,3,136,2022-10-24 07:25:57
2022,9,สุราษฎร์ธานี,1620,38857,1585,38230,5,180,2022-10-24 07:25:57
2022,9,สุรินทร์,1650,29134,1650,29113,5,94,2022-10-24 07:25:57
2022,9,ขอนแก่น,2653,44677,2648,44653,0,122,2022-10-24 07:25:57
2022,9,ลำพูน,51,5579,51,5578,0,15,2022-10-24 07:25:57
2022,9,ระนอง,874,12506,850,12471,2,114,2022-10-24 07:25:57
2022,9,นราธิวาส,1099,45407,1096,45190,3,386,2022-10-24 07:25:57
2022,9,ชัยนาท,472,5184,472,5184,1,36,2022-10-24 07:25:57
2022,9,สิงห์บุรี,379,5008,379,5007,2,72,2022-10-24 07:25:57
2022,9,ปทุมธานี,3895,61203,3895,61062,4,857,2022-10-24 07:25:57
2022,9,กระบี่,1102,17889,1091,17626,14,91,2022-10-24 07:25:57
2022,9,กรุงเทพมหานคร,19581,585811,19535,582138,43,7111,2022-10-24 07:25:57
2022,9,ระยอง,4277,62361,4277,62333,3,328,2022-10-24 07:25:57
2022,9,ศรีสะเกษ,1284,27642,1283,27630,9,120,2022-10-24 07:25:57
2022,9,ปราจีนบุรี,2021,34690,2021,34685,3,209,2022-10-24 07:25:57
2022,9,อุตรดิตถ์,763,8617,763,8615,4,74,2022-10-24 07:25:57
2022,10,กาญจนบุรี,1672,35024,1672,34974,11,221,2022-10-24 07:25:57
2022,10,แม่ฮ่องสอน,154,4337,154,4335,1,55,2022-10-24 07:25:57
2022,10,น่าน,348,7338,348,7335,0,17,2022-10-24 07:25:57
2022,10,ชัยภูมิ,1176,21707,1176,21704,3,145,2022-10-24 07:25:57
2022,10,เชียงใหม่,2035,49797,2035,49712,3,236,2022-10-24 07:25:57
2022,10,ยโสธร,964,10600,964,10596,4,59,2022-10-24 07:25:57
2022,10,ระนอง,1107,13613,1107,13578,1,115,2022-10-24 07:25:57
2022,10,สุราษฎร์ธานี,1555,40412,1539,39769,19,199,2022-10-24 07:25:57
2022,10,ภูเก็ต,4086,59696,3815,51044,15,210,2022-10-24 07:25:57
2022,10,บึงกาฬ,663,5849,663,5845,0,23,2022-10-24 07:25:57
2022,10,เชียงราย,407,9075,404,8869,3,128,2022-10-24 07:25:57
2022,10,สตูล,1221,12796,1220,12693,11,151,2022-10-24 07:25:57
2022,10,พิษณุโลก,1148,17232,1148,17231,2,104,2022-10-24 07:25:57
2022,10,อุทัยธานี,437,6650,437,6650,2,41,2022-10-24 07:25:57
2022,10,สมุทรปราการ,6322,192232,6318,191363,15,1543,2022-10-24 07:25:57
2022,10,แพร่,667,5467,667,5463,5,28,2022-10-24 07:25:57
2022,10,ระยอง,3057,65418,3057,65390,6,334,2022-10-24 07:25:57
2022,10,ลำพูน,27,5606,27,5605,0,15,2022-10-24 07:25:57
2022,10,ปราจีนบุรี,1501,36191,1501,36186,2,211,2022-10-24 07:25:57
2022,10,ชัยนาท,213,5397,213,5397,0,36,2022-10-24 07:25:57
2022,10,ศรีสะเกษ,1264,28906,1263,28893,8,128,2022-10-24 07:25:57
2022,10,นนทบุรี,5776,107335,5776,107123,1,431,2022-10-24 07:25:57
2022,10,มุกดาหาร,247,5533,247,5527,0,20,2022-10-24 07:25:57
2022,10,ชุมพร,1134,23726,1134,23726,8,152,2022-10-24 07:25:57
2022,10,นครสวรรค์,1342,26668,1341,26657,4,249,2022-10-24 07:25:57
2022,10,ปัตตานี,2093,54917,2092,54794,7,491,2022-10-24 07:25:57
2022,10,อุดรธานี,1393,36105,1393,36079,4,184,2022-10-24 07:25:57
2022,10,จันทบุรี,1362,29943,1361,29618,0,150,2022-10-24 07:25:57
2022,10,พิจิตร,398,8194,398,8192,1,66,2022-10-24 07:25:57
2022,10,หนองบัวลำภู,668,9274,668,9274,0,29,2022-10-24 07:25:57
2022,10,เพชรบูรณ์,726,18728,726,18724,1,143,2022-10-24 07:25:57
2022,10,กำแพงเพชร,883,14790,883,14783,1,119,2022-10-24 07:25:57
